pair,seed,scenario_seed_p1,scenario_seed_p2,engine1,engine2,winner,dead1,dead2,capped,winner_reason,rounds,attack1,attack2,pieces1,pieces2,lines1,lines2,tspin_mini1,tspin_mini2,tspin_single1,tspin_single2,tspin_double1,tspin_double2,tspin_triple1,tspin_triple2,perfect_clear1,perfect_clear2,replay_failures
360,999,7065346647533467069,5293958549127111415,value,legacy,1,0,1,0,1,43,50,31,43,42,25,21,0,1,2,3,3,1,0,0,0,0,0
361,999,5763513063847355524,1907600302526048283,legacy,value,1,0,1,0,1,317,348,327,317,316,216,218,4,6,16,19,17,14,0,0,0,1,0
361,999,5763513063847355524,1907600302526048283,value,legacy,-1,1,0,0,2,331,344,343,330,331,220,245,3,3,20,19,17,16,1,0,1,0,0
362,999,11496581028791522481,3361101239128664570,legacy,value,1,0,1,0,1,119,118,108,119,118,81,72,0,2,9,4,6,8,0,0,0,0,0
362,999,11496581028791522481,3361101239128664570,value,legacy,-1,1,0,0,2,112,113,123,111,112,74,82,1,1,5,7,7,5,0,0,0,0,0
363,999,2775918050835744697,18151437727773433263,legacy,value,1,0,1,0,1,164,181,166,164,163,112,114,3,2,9,6,6,12,0,0,1,0,0
363,999,2775918050835744697,18151437727773433263,value,legacy,-1,1,0,0,2,1529,1658,1636,1528,1529,1098,1144,11,17,92,92,92,86,0,0,2,0,0
364,999,12537082494889418027,18215134387197813956,legacy,value,1,0,1,0,1,396,437,421,396,395,288,285,4,4,18,24,19,16,0,0,0,0,0
364,999,12537082494889418027,18215134387197813956,value,legacy,1,0,1,0,1,33,38,23,33,32,21,17,0,1,3,2,2,1,0,0,1,0,0
365,999,489268117151885612,11201013600673276309,legacy,value,-1,1,0,0,2,118,103,120,117,118,73,71,1,2,8,5,4,9,0,0,0,0,0
365,999,489268117151885612,11201013600673276309,value,legacy,1,0,1,0,1,46,55,32,46,45,32,27,1,1,3,2,3,2,0,0,0,0,0
366,999,14083425714870359223,2204033687410327852,legacy,value,-1,1,0,0,2,77,57,75,76,77,45,44,1,2,2,1,6,7,0,0,0,0,0
366,999,14083425714870359223,2204033687410327852,value,legacy,1,0,1,0,1,690,738,694,690,689,489,511,11,4,35,40,44,40,0,0,0,0,0
367,999,3890035397466626534,2949954743948785646,legacy,value,1,0,1,0,1,105,126,99,105,104,67,66,0,1,7,10,7,3,0,0,0,0,0
367,999,3890035397466626534,2949954743948785646,value,legacy,-1,1,0,0,2,318,358,353,317,318,212,246,4,3,21,15,16,17,0,0,0,0,0
368,999,4575481661899413891,15388635427553196138,legacy,value,1,0,1,0,1,135,150,134,135,134,92,89,1,0,11,9,5,7,0,0,0,0,0
368,999,4575481661899413891,15388635427553196138,value,legacy,1,0,1,0,1,537,605,570,537,536,398,403,3,9,32,29,32,33,0,0,0,0,0
369,999,8319364772681350750,17970388543716880615,legacy,value,1,0,1,0,1,62,69,53,62,61,35,31,1,1,2,4,4,4,0,0,1,0,0
369,999,8319364772681350750,17970388543716880615,value,legacy,-1,1,0,0,2,93,90,96,92,93,53,63,0,3,4,4,9,6,0,0,0,0,0
370,999,18290682687180250710,17562698770809837668,legacy,value,1,0,1,0,1,69,71,58,69,68,40,39,0,0,4,4,5,3,0,0,0,0,0
370,999,18290682687180250710,17562698770809837668,value,legacy,1,0,1,0,1,584,646,613,584,583,424,434,6,3,33,32,28,32,0,0,1,0,0
371,999,2431486617059794237,4617297190330236547,legacy,value,1,0,1,0,1,33,38,25,33,32,18,16,0,1,1,2,2,1,0,0,0,0,0
371,999,2431486617059794237,4617297190330236547,value,legacy,-1,1,0,0,2,109,119,132,108,109,70,84,0,1,8,6,7,5,0,0,0,0,0
372,999,17065027716729461917,16166469719008612518,legacy,value,-1,1,0,0,2,287,314,342,286,287,213,214,1,2,20,17,15,15,0,0,0,0,0
372,999,17065027716729461917,16166469719008612518,value,legacy,-1,1,0,0,2,80,71,79,79,80,43,53,0,2,6,6,5,2,0,0,0,0,0
373,999,9297916590029169707,4342641244897783831,legacy,value,-1,1,0,0,2,35,35,47,34,35,20,23,0,0,2,3,3,1,0,0,0,0,0
373,999,9297916590029169707,4342641244897783831,value,legacy,1,0,1,0,1,1113,1233,1204,1113,1112,817,825,10,7,65,67,58,64,0,0,1,0,0
374,999,5497153725000006369,5190770945160514379,legacy,value,1,0,1,0,1,95,97,87,95,94,65,61,0,0,8,4,6,7,0,0,0,0,0
374,999,5497153725000006369,5190770945160514379,value,legacy,-1,1,0,0,2,348,381,366,347,348,236,266,0,2,24,20,18,17,0,0,0,1,0
375,999,10916940934661106976,4414961047709040167,legacy,value,1,0,1,0,1,224,234,218,224,223,160,154,3,1,15,15,10,11,0,0,0,0,0
375,999,10916940934661106976,4414961047709040167,value,legacy,1,0,1,0,1,44,46,29,44,43,21,17,0,0,1,3,4,3,0,0,0,0,0
376,999,12629815017732839004,3789482049773931569,legacy,value,-1,1,0,0,2,53,41,56,52,53,28,33,0,1,5,1,2,4,0,0,0,0,0
376,999,12629815017732839004,3789482049773931569,value,legacy,1,0,1,0,1,223,226,201,223,222,141,148,2,2,9,12,14,13,0,0,1,0,0
377,999,15285643524163133583,6448121792621456852,legacy,value,-1,1,0,0,2,120,108,134,119,120,78,77,2,0,6,6,6,10,0,0,0,1,0
377,999,15285643524163133583,6448121792621456852,value,legacy,1,0,1,0,1,169,188,164,169,168,113,123,0,2,13,13,9,5,0,0,0,0,0
378,999,17903677962127628919,16629765138858916721,legacy,value,1,0,1,0,1,211,229,213,211,210,158,152,3,5,9,11,12,11,0,0,0,1,0
378,999,17903677962127628919,16629765138858916721,value,legacy,1,0,1,0,1,200,236,205,200,199,145,142,2,2,11,10,10,10,0,0,0,0,0
379,999,17512753644607247452,5877886317840205455,legacy,value,1,0,1,0,1,238,273,251,238,237,179,187,4,1,13,12,10,10,0,0,0,0,0
379,999,17512753644607247452,5877886317840205455,value,legacy,1,0,1,0,1,86,87,76,86,85,59,49,0,0,5,4,6,5,0,0,0,0,0
380,999,11504642278626948752,6270180810688482128,legacy,value,-1,1,0,0,2,145,126,161,144,145,96,94,3,2,8,7,8,10,0,0,0,0,0
380,999,11504642278626948752,6270180810688482128,value,legacy,-1,1,0,0,2,555,640,593,554,555,391,450,4,6,32,31,29,20,0,0,1,0,0
381,999,13619182637780612477,4958070018579969085,legacy,value,1,0,1,0,1,122,141,120,122,121,83,79,2,1,8,7,7,9,0,0,0,0,0
381,999,13619182637780612477,4958070018579969085,value,legacy,-1,1,0,0,2,23,8,24,22,23,4,13,2,0,0,3,1,0,0,0,0,0,0
382,999,16558576115514038017,1189613139294654909,legacy,value,-1,1,0,0,2,785,848,870,784,785,576,580,7,5,48,49,42,45,0,0,0,1,0
382,999,16558576115514038017,1189613139294654909,value,legacy,-1,1,0,0,2,185,205,210,184,185,129,145,3,2,9,10,11,9,0,0,0,0,0
383,999,9269194405676631914,484379545884883187,legacy,value,1,0,1,0,1,549,594,556,549,548,392,394,3,5,36,25,28,31,0,0,0,0,0
383,999,9269194405676631914,484379545884883187,value,legacy,-1,1,0,0,2,225,237,232,224,225,139,167,4,2,14,16,14,10,0,0,0,0,0
384,999,7591154836283921572,16876493445462806447,legacy,value,1,0,1,0,1,325,356,354,325,324,250,229,1,4,22,18,16,16,0,0,0,0,0
384,999,7591154836283921572,16876493445462806447,value,legacy,1,0,1,0,1,78,92,75,78,77,52,50,0,0,7,8,4,3,0,0,0,0,0
385,999,3848187274997486660,5958286107440665894,legacy,value,-1,1,0,0,2,38,23,40,37,38,17,23,0,0,2,3,2,2,0,0,0,0,0
385,999,3848187274997486660,5958286107440665894,value,legacy,-1,1,0,0,2,33,19,27,32,33,11,17,0,0,2,1,2,2,0,0,0,0,0
386,999,13830048565759398334,6731063918123987137,legacy,value,1,0,1,0,1,91,91,86,91,90,70,48,3,2,7,3,3,7,0,0,0,0,0
386,999,13830048565759398334,6731063918123987137,value,legacy,1,0,1,0,1,95,100,95,95,94,68,57,1,0,4,6,7,6,0,0,0,0,0
387,999,13564271023260293409,17322260716258806063,legacy,value,1,0,1,0,1,184,194,189,184,183,134,124,3,2,14,14,6,8,0,0,0,0,0
387,999,13564271023260293409,17322260716258806063,value,legacy,1,0,1,0,1,78,85,72,78,77,58,51,2,1,5,5,3,5,0,0,0,0,0
388,999,1836909644007232014,5610913041710483217,legacy,value,1,0,1,0,1,122,106,101,122,121,73,65,1,2,7,5,7,9,0,0,0,0,0
388,999,1836909644007232014,5610913041710483217,value,legacy,-1,1,0,0,2,379,402,406,378,379,268,284,3,7,21,23,22,17,0,0,0,1,0
389,999,39000078748163286,5375528250133283523,legacy,value,-1,1,0,0,2,187,208,219,186,187,134,139,2,3,11,10,9,12,0,0,0,0,0
389,999,39000078748163286,5375528250133283523,value,legacy,-1,1,0,0,2,330,364,371,329,330,235,242,2,4,20,20,18,19,0,0,0,1,0
390,999,11155413015709827317,14381160902327360224,legacy,value,1,0,1,0,1,125,136,125,125,124,92,90,2,1,8,10,6,4,0,0,0,0,0
390,999,11155413015709827317,14381160902327360224,value,legacy,-1,1,0,0,2,295,288,292,294,295,188,201,5,2,17,10,14,19,0,0,1,0,0
391,999,4701782635397321039,2283736102303930554,legacy,value,1,0,1,0,1,1087,1094,1140,1087,1086,824,765,15,13,66,59,48,60,0,1,1,2,0
391,999,4701782635397321039,2283736102303930554,value,legacy,1,0,1,0,1,304,330,298,304,303,207,222,3,5,12,17,22,10,0,0,0,0,0
392,999,6465204217030535829,394668540389545951,legacy,value,-1,1,0,0,2,65,60,72,64,65,38,49,1,1,4,3,4,3,0,0,0,0,0
392,999,6465204217030535829,394668540389545951,value,legacy,-1,1,0,0,2,321,372,339,320,321,216,263,3,2,18,19,18,12,0,0,0,0,0
393,999,586712422877595494,2397480405630457626,legacy,value,1,0,1,0,1,174,180,174,174,173,129,122,2,1,9,9,3,13,0,0,0,0,0
393,999,586712422877595494,2397480405630457626,value,legacy,-1,1,0,0,2,280,302,292,279,280,187,212,2,5,15,20,18,11,0,0,1,1,0
394,999,12849027591100977907,17343747469919917264,legacy,value,1,0,1,0,1,397,425,416,397,396,295,288,4,3,29,26,14,18,0,0,0,0,0
394,999,12849027591100977907,17343747469919917264,value,legacy,1,0,1,0,1,99,109,85,99,98,60,59,1,0,4,5,9,6,0,0,0,0,0
395,999,14919832627944707203,7418891145317130135,legacy,value,1,0,1,0,1,499,541,542,499,498,385,366,1,4,37,36,24,23,0,0,0,1,0
395,999,14919832627944707203,7418891145317130135,value,legacy,-1,1,0,0,2,1043,1139,1057,1042,1043,709,801,11,7,61,64,60,47,0,0,3,1,0
396,999,5761840769526088169,6671377551176053093,legacy,value,-1,1,0,0,2,466,467,498,465,466,345,336,2,4,31,29,23,25,0,0,0,0,0
396,999,5761840769526088169,6671377551176053093,value,legacy,1,0,1,0,1,875,921,846,875,874,588,638,9,17,61,42,44,44,0,0,0,0,0
397,999,7401350887259709239,12798900004674130900,legacy,value,-1,1,0,0,2,216,215,239,215,216,160,162,1,2,11,16,12,11,0,0,0,0,0
397,999,7401350887259709239,12798900004674130900,value,legacy,1,0,1,0,1,259,275,249,259,258,174,172,0,5,16,18,20,12,0,0,0,0,0
398,999,6969204741624550868,10366190593092603206,legacy,value,-1,1,0,0,2,119,113,133,118,119,76,75,0,0,7,9,7,7,0,0,0,0,0
398,999,6969204741624550868,10366190593092603206,value,legacy,-1,1,0,0,2,221,219,225,220,221,141,149,1,2,14,11,16,16,0,0,0,0,0
399,999,7198018117876632388,4449324670332793670,legacy,value,-1,1,0,0,2,245,260,271,244,245,175,183,2,2,13,12,16,17,0,0,0,1,0
399,999,7198018117876632388,4449324670332793670,value,legacy,-1,1,0,0,2,38,28,47,37,38,19,27,0,1,2,2,2,3,0,0,0,0,0
400,999,8082454564006347628,9714247239953497402,legacy,value,1,0,1,0,1,329,348,336,329,328,239,229,6,2,17,21,13,15,0,0,0,0,0
400,999,8082454564006347628,9714247239953497402,value,legacy,-1,1,0,0,2,226,218,231,225,226,149,152,2,2,13,18,15,9,0,0,0,0,0
401,999,12640607158748964830,9992974643108189823,legacy,value,1,0,1,0,1,105,106,97,105,104,73,68,1,1,7,6,6,6,0,0,0,0,0
401,999,12640607158748964830,9992974643108189823,value,legacy,-1,1,0,0,2,122,119,128,121,122,76,86,0,1,7,11,6,6,0,0,0,0,0
402,999,14022081180560449872,17246177959599032960,legacy,value,-1,1,0,0,2,606,608,673,605,606,457,418,4,6,32,30,34,42,0,0,0,0,0
402,999,14022081180560449872,17246177959599032960,value,legacy,1,0,1,0,1,160,191,172,160,159,127,119,3,2,13,11,6,9,0,0,0,0,0
403,999,15241886509400411060,11215852019506863550,legacy,value,-1,1,0,0,2,135,122,155,134,135,91,88,0,2,10,7,8,10,0,0,0,0,0
403,999,15241886509400411060,11215852019506863550,value,legacy,-1,1,0,0,2,77,73,86,76,77,50,51,1,0,4,5,4,2,0,0,0,0,0
404,999,17422367231695405124,1952992778721925712,legacy,value,-1,1,0,0,2,76,65,88,75,76,50,46,1,1,5,5,2,5,0,0,0,0,0
404,999,17422367231695405124,1952992778721925712,value,legacy,1,0,1,0,1,111,129,106,111,110,82,78,0,4,6,8,7,3,0,0,0,0,0
405,999,77571035011447292,11626091348773625509,legacy,value,1,0,1,0,1,472,514,510,472,471,364,351,7,2,26,31,25,28,0,0,0,0,0
405,999,77571035011447292,11626091348773625509,value,legacy,1,0,1,0,1,174,190,186,174,173,125,114,1,0,11,7,9,14,0,0,0,0,0
406,999,7277268104685711587,1296859448433020543,legacy,value,1,0,1,0,1,545,591,597,545,544,426,399,6,11,32,30,28,22,0,0,0,0,0
406,999,7277268104685711587,1296859448433020543,value,legacy,-1,1,0,0,2,63,52,71,62,63,34,42,1,1,3,2,4,3,0,0,0,0,0
407,999,212485503743708192,2715360230826231737,legacy,value,1,0,1,0,1,207,246,225,207,206,159,149,3,4,13,12,10,8,0,0,1,0,0
407,999,212485503743708192,2715360230826231737,value,legacy,-1,1,0,0,2,37,22,37,36,37,14,19,0,0,2,2,3,2,0,0,0,0,0
408,999,13147893563300602527,3710468417799969096,legacy,value,-1,1,0,0,2,781,794,816,780,781,569,554,7,7,41,58,48,33,0,0,0,0,0
408,999,13147893563300602527,3710468417799969096,value,legacy,1,0,1,0,1,39,48,28,39,38,20,23,1,0,2,2,2,2,0,0,0,0,0
409,999,6318623249733274078,6721669330431936902,legacy,value,1,0,1,0,1,300,347,346,300,299,235,213,3,1,23,13,11,21,0,0,0,0,0
409,999,6318623249733274078,6721669330431936902,value,legacy,-1,1,0,0,2,80,87,90,79,80,50,63,0,0,5,4,4,4,0,0,0,0,0
410,999,13418005329719212227,8475270795920182837,legacy,value,1,0,1,0,1,241,263,249,241,240,175,171,4,3,13,14,12,12,0,0,0,0,0
410,999,13418005329719212227,8475270795920182837,value,legacy,1,0,1,0,1,524,582,556,524,523,380,388,7,3,31,34,29,27,0,0,1,0,0
411,999,7880118083775347865,8608102290056860590,legacy,value,1,0,1,0,1,161,178,164,161,160,120,117,1,3,14,11,5,5,0,0,1,0,0
411,999,7880118083775347865,8608102290056860590,value,legacy,-1,1,0,0,2,212,222,238,211,212,154,158,1,4,17,9,9,6,0,0,0,0,0
412,999,121795370753781286,9183191728823049782,legacy,value,-1,1,0,0,2,135,135,164,134,135,105,96,1,0,9,10,8,8,0,0,1,1,0
412,999,121795370753781286,9183191728823049782,value,legacy,-1,1,0,0,2,382,386,395,381,382,254,263,2,0,24,26,24,22,0,0,1,0,0
413,999,6255152035449097940,14191543967960878300,legacy,value,1,0,1,0,1,83,94,80,83,82,60,56,2,2,4,2,6,5,0,0,1,0,0
413,999,6255152035449097940,14191543967960878300,value,legacy,-1,1,0,0,2,141,148,155,140,141,95,103,4,1,4,7,8,6,0,0,0,0,0
414,999,10314651557657990269,11943404772800790931,legacy,value,1,0,1,0,1,43,41,31,43,42,26,18,1,0,4,2,0,3,0,0,0,0,0
414,999,10314651557657990269,11943404772800790931,value,legacy,-1,1,0,0,2,130,129,128,129,130,70,95,0,1,9,8,8,4,0,0,0,0,0
415,999,13250846763464009440,18430961520970717121,legacy,value,1,0,1,0,1,60,63,51,60,59,41,28,1,0,3,3,3,5,0,0,0,0,0
415,999,13250846763464009440,18430961520970717121,value,legacy,1,0,1,0,1,68,69,58,68,67,45,35,0,0,4,3,5,6,0,0,0,0,0
416,999,8927613196854260380,317781321995448353,legacy,value,1,0,1,0,1,346,369,359,346,345,251,245,5,4,19,19,19,14,0,0,0,1,0
416,999,8927613196854260380,317781321995448353,value,legacy,-1,1,0,0,2,356,360,382,355,356,260,262,5,5,15,19,22,22,0,0,0,1,0
417,999,10343066943129255603,1340100039259955005,legacy,value,1,0,1,0,1,228,272,269,228,227,190,171,2,2,16,15,10,12,0,0,0,0,0
417,999,10343066943129255603,1340100039259955005,value,legacy,-1,1,0,0,2,356,364,370,355,356,242,263,7,3,18,22,21,17,0,0,0,0,0
418,999,3598972022323024555,3683319541382281574,legacy,value,-1,1,0,0,2,116,111,125,115,116,75,79,3,0,7,8,5,5,0,0,0,0,0
418,999,3598972022323024555,3683319541382281574,value,legacy,-1,1,0,0,2,360,372,371,359,360,252,274,8,3,14,24,20,13,0,0,0,0,0
419,999,17536780306556693820,1796280134255245091,legacy,value,1,0,1,0,1,129,140,135,129,128,95,84,1,2,7,8,7,5,0,0,0,0,0
419,999,17536780306556693820,1796280134255245091,value,legacy,-1,1,0,0,2,425,445,426,424,425,296,325,5,3,24,21,24,22,0,0,0,0,0
420,999,15973702575647872663,5394228400351797060,legacy,value,1,0,1,0,1,90,81,77,90,89,66,50,1,0,5,5,5,7,0,0,0,0,0
420,999,15973702575647872663,5394228400351797060,value,legacy,-1,1,0,0,2,235,255,250,234,235,165,181,3,0,14,13,13,8,0,0,0,0,0
421,999,13995064881674582434,12544103637736169828,legacy,value,-1,1,0,0,2,180,165,179,179,180,117,123,5,4,11,10,9,7,0,0,0,1,0
421,999,13995064881674582434,12544103637736169828,value,legacy,-1,1,0,0,2,38,43,56,37,38,26,29,0,0,4,4,2,1,0,0,1,0,0
422,999,8983361245256985651,14757470144252820114,legacy,value,-1,1,0,0,2,374,394,416,373,374,276,274,6,4,22,22,20,24,0,0,0,0,0
422,999,8983361245256985651,14757470144252820114,value,legacy,1,0,1,0,1,656,712,682,656,655,481,490,9,5,34,36,41,34,0,0,0,0,0
423,999,6650435206712218819,14429908194466048724,legacy,value,1,0,1,0,1,1040,1095,1117,1040,1039,782,742,5,9,66,66,49,55,0,0,0,2,0
423,999,6650435206712218819,14429908194466048724,value,legacy,-1,1,0,0,2,195,204,216,194,195,140,153,3,3,11,11,10,8,0,0,0,0,0
424,999,13841928147125767463,17412734658342838273,legacy,value,1,0,1,0,1,53,46,38,53,52,28,21,2,0,2,3,4,4,0,0,0,0,0
424,999,13841928147125767463,17412734658342838273,value,legacy,1,0,1,0,1,594,662,636,594,593,440,444,4,8,46,34,19,31,0,0,0,0,0
425,999,8512476870454054851,13943513411662906323,legacy,value,1,0,1,0,1,187,216,211,187,186,151,141,2,2,11,13,11,8,0,0,0,0,0
425,999,8512476870454054851,13943513411662906323,value,legacy,1,0,1,0,1,132,134,128,132,131,93,83,0,0,11,10,6,9,0,0,0,0,0
426,999,2407670316091563346,14514302704700007903,legacy,value,-1,1,0,0,2,224,203,238,223,224,164,153,0,4,19,14,7,10,0,0,0,0,0
426,999,2407670316091563346,14514302704700007903,value,legacy,1,0,1,0,1,146,161,132,146,145,98,105,1,1,10,6,7,7,0,0,0,0,0
427,999,7219138786490015122,15821144441444968466,legacy,value,1,0,1,0,1,135,144,125,135,134,95,85,2,0,9,10,6,6,0,0,0,0,0
427,999,7219138786490015122,15821144441444968466,value,legacy,-1,1,0,0,2,138,144,147,137,138,91,107,1,0,7,10,7,3,0,0,0,0,0
428,999,1294600262654531954,14185315793525212646,legacy,value,1,0,1,0,1,30,44,21,30,29,20,13,0,0,1,3,2,1,0,0,0,0,0
428,999,1294600262654531954,14185315793525212646,value,legacy,-1,1,0,0,2,315,325,330,314,315,211,229,3,7,20,14,19,19,0,0,0,0,0
429,999,879650300418011021,4143666070883762267,legacy,value,1,0,1,0,1,130,137,134,130,129,100,83,0,0,7,10,6,8,0,0,0,0,0
429,999,879650300418011021,4143666070883762267,value,legacy,1,0,1,0,1,427,470,443,427,426,315,325,3,4,33,24,19,20,0,0,0,0,0
430,999,17515030634191243033,1315366322071386023,legacy,value,1,0,1,0,1,189,177,187,189,188,129,109,1,1,12,14,9,11,0,0,0,0,0
430,999,17515030634191243033,1315366322071386023,value,legacy,1,0,1,0,1,163,173,158,163,162,114,106,2,1,11,11,8,10,0,0,0,0,0
431,999,1715915949470566108,17627642492373540313,legacy,value,1,0,1,0,1,25,21,12,25,24,13,5,0,0,2,1,2,2,0,0,0,0,0
431,999,1715915949470566108,17627642492373540313,value,legacy,-1,1,0,0,2,40,38,44,39,40,22,30,0,0,3,1,2,3,0,0,0,0,0
432,999,13263856843085620075,12260312084836697834,legacy,value,1,0,1,0,1,42,46,33,42,41,28,17,0,0,2,3,2,3,0,0,0,0,0
432,999,13263856843085620075,12260312084836697834,value,legacy,-1,1,0,0,2,775,840,824,774,775,547,576,9,6,43,43,45,46,0,0,1,0,0
433,999,6655680079585022499,9716958710111561760,legacy,value,-1,1,0,0,2,388,412,446,387,388,309,295,6,4,23,20,20,23,0,0,0,0,0
433,999,6655680079585022499,9716958710111561760,value,legacy,-1,1,0,0,2,229,247,244,228,229,150,176,4,2,7,14,16,12,0,0,0,0,0
434,999,16448112869140007291,15262150959489437840,legacy,value,1,0,1,0,1,100,97,93,100,99,74,58,2,1,5,4,5,8,0,0,0,0,0
434,999,16448112869140007291,15262150959489437840,value,legacy,-1,1,0,0,2,465,474,497,464,465,327,335,2,4,30,32,26,20,0,0,0,1,0
435,999,6535375522526118965,8054063919259304885,legacy,value,1,0,1,0,1,364,354,370,364,363,264,236,6,1,17,18,21,25,0,0,0,0,0
435,999,6535375522526118965,8054063919259304885,value,legacy,-1,1,0,0,2,48,37,55,47,48,21,27,0,0,4,2,3,4,0,0,0,0,0
436,999,10040102837628366454,5757204334646658803,legacy,value,1,0,1,0,1,84,83,72,84,83,51,48,0,0,6,8,4,4,0,0,0,0,0
436,999,10040102837628366454,5757204334646658803,value,legacy,-1,1,0,0,2,300,331,302,299,300,197,237,2,4,21,11,16,19,0,0,0,0,0
437,999,14082997915272903232,11062458284034629557,legacy,value,-1,1,0,0,2,256,266,289,255,256,174,167,3,4,14,15,14,12,0,0,0,1,0
437,999,14082997915272903232,11062458284034629557,value,legacy,-1,1,0,0,2,77,78,83,76,77,46,58,1,1,4,3,5,5,0,0,2,0,0
438,999,14359580594907244046,15045947972806235105,legacy,value,1,0,1,0,1,96,100,85,96,95,63,53,1,0,7,4,5,8,0,0,0,0,0
438,999,14359580594907244046,15045947972806235105,value,legacy,1,0,1,0,1,396,445,420,396,395,284,289,2,2,20,25,27,23,0,0,0,0,0
439,999,2921251898932972163,2368344645742279255,legacy,value,-1,1,0,0,2,39,28,51,38,39,18,21,1,0,3,2,1,2,0,0,0,1,0
439,999,2921251898932972163,2368344645742279255,value,legacy,-1,1,0,0,2,174,174,189,173,174,123,122,0,1,9,10,10,10,0,0,0,0,0
440,999,1352607674626583136,9485352315124294171,legacy,value,-1,1,0,0,2,139,140,144,138,139,89,100,3,0,10,6,6,10,0,0,0,0,0
440,999,1352607674626583136,9485352315124294171,value,legacy,1,0,1,0,1,34,34,22,34,33,16,14,0,2,1,1,3,2,0,0,0,0,0
441,999,17958587288202294486,7014417666254266661,legacy,value,1,0,1,0,1,442,459,448,442,441,305,300,7,4,27,26,15,27,0,0,0,1,0
441,999,17958587288202294486,7014417666254266661,value,legacy,-1,1,0,0,2,29,19,44,28,29,13,20,0,0,3,2,0,2,0,0,0,0,0
442,999,6845705574551239602,14458863708763602355,legacy,value,-1,1,0,0,2,582,633,631,581,582,422,442,8,6,30,40,35,29,0,0,0,2,0
442,999,6845705574551239602,14458863708763602355,value,legacy,1,0,1,0,1,144,167,147,144,143,99,96,3,2,8,8,7,7,0,0,0,1,0
443,999,1580519599601905670,16575523024640965032,legacy,value,-1,1,0,0,2,202,185,210,201,202,132,126,2,3,9,17,12,5,0,0,0,2,0
443,999,1580519599601905670,16575523024640965032,value,legacy,-1,1,0,0,2,646,702,688,645,646,469,492,4,10,37,39,39,31,0,0,0,0,0
444,999,9379110319440881038,16660464219306499421,legacy,value,1,0,1,0,1,316,352,351,316,315,240,225,1,2,19,18,16,17,0,0,0,0,0
444,999,9379110319440881038,16660464219306499421,value,legacy,1,0,1,0,1,209,225,214,209,208,153,149,4,0,11,15,11,10,0,0,0,0,0
445,999,9033948151897146021,4984590934668246145,legacy,value,1,0,1,0,1,441,463,456,441,440,326,316,5,9,28,23,26,25,0,0,1,0,0
445,999,9033948151897146021,4984590934668246145,value,legacy,1,0,1,0,1,394,409,391,394,393,274,271,3,4,24,25,21,18,0,0,0,0,0
446,999,12114725225420257682,9260935609693433055,legacy,value,1,0,1,0,1,118,121,120,118,117,90,77,2,0,4,8,6,8,0,0,0,0,0
446,999,12114725225420257682,9260935609693433055,value,legacy,-1,1,0,0,2,352,357,360,351,352,238,260,2,1,23,31,20,12,0,0,2,0,0
447,999,2781214667376138993,16456945169312218153,legacy,value,1,0,1,0,1,259,288,270,259,258,184,173,3,3,16,13,15,19,0,0,0,0,0
447,999,2781214667376138993,16456945169312218153,value,legacy,-1,1,0,0,2,48,37,51,47,48,21,31,0,1,2,2,5,2,0,0,0,0,0
448,999,14587111902307381817,255415353590172482,legacy,value,-1,1,0,0,2,321,321,353,320,321,234,228,3,1,17,26,17,14,0,0,0,1,0
448,999,14587111902307381817,255415353590172482,value,legacy,-1,1,0,0,2,156,142,152,155,156,92,94,1,0,12,5,9,15,0,0,0,0,0
